Date,comment,category,level
29/3/2023,"শিশুর স্তন্যপান একটি খুবই সাধারণ, প্রাকৃতিক ঘটনা। একজন মায়ের জন্য তা একেবারে নিজের ব্যক্তিগত বিষয়। শিশুকে স্তন্যপান করানো অবস্থার ছবি সামাজিক মাধ্যমে না দেওয়াই ভালো। স্তন্যপান করানোর মধ্যে কোনো অনৈতিক কিছু নেই। তারপরেও বেশকিছু সোশ্যাল সাইট এই ধরনের ছবি প্রোফাইল থেকে হ্যাক করে। পরে সেগুলি ভিডিও আকারে পর্ন ওয়েবসাইটগুলোতে ছড়িয়ে ব্যবসা করে।",positive,0
29/3/2023,"সন্তানকে প্রায়ই পার্ক বা খেলার মাঠে নিয়ে যান বাবা-মায়েরা। এছাড়া বাড়িতেও বাচ্চা হুটোপুটি করে বেড়ায়। সমবয়সীদের সঙ্গে তার খেলাধূলা, খুনসুটির ছবি পোস্ট করেন তাঁর বাবা- মায়েরা। ছেলে বা মেয়ে হোক, এই ধরনের ছবি অ্যাকাউন্ট থেকে হাতিয়ে নিতে পারে হ্যাকারেরা।",positive,0
29/3/2023,"এই ধরুন সন্তান আস্তে আস্তে বড় হয়ে যাচ্ছে, নিজের কাজগুলো নিজে করতে শিখছে। নিজের পোশাকও নিজে বদলাতে শিখে গেছে। শিশুর নিজ হাতে করা সেই কাজ দেখে বাবা-মায়েরা বেশ আনন্দিত। সেই আনন্দে সেই পোশাক বদলানোর ছবি পোস্ট করে দিলেন সামাজিক যোগাযোগ মাধ্যমে। অনেকসময় ট্রল বানিয়ে সেই ছবিকে প্রচার করে দেওয়া হয়। শিশুরও তো একটা নিজস্বতা আছে।",positive,0
29/3/2023,আপনার শিশুর ছবি শেয়ার করার সময় কখনো ছবির সাথে লোকেশন দেবেন না। এতে আপনার প্রফাইলে থাকা কারও যদি কোন অসৎ উদ্দেশ্য সাধন করার মতলব থাকে তাহলে সে তথ্য পেয়ে যায়। আমাদের ফ্রেন্ড লিস্টে কিছু মানুষ থাকেই যাদের আমরা ব্যক্তিগতভাবে চিনি না। আর চেনা মানুষ যে ক্ষতি করে না তাও নয়। তাই ঝুঁকি নেবেন না।,positive,0
29/3/2023,আপনার শিশু হয়ত গান গাইতে ভালবাসে। অথবা সে হয়ত নাচ শেখে। আপনার সন্তানের সখ কি তা বাইরের লোকের না জানাই ভাল। আপনি হয়ত তার একটি নাচের ছবি দিলেন। তাকে কিডন্যাপ করতে চাইলে কেমন প্রলোভন দেখানো কাজে দেবে নিজের অজান্তেই সে তথ্য দিয়ে দিলেন। এছাড়াও আজকের যুগ প্রতিযোগিতার যুগ। অন্যদের জানিয়ে আপনি হয়ত নিজ সন্তানের প্রতিযোগিকে প্রস্তুতি নিতে সাহায্য করছেন!,positive,0
29/3/2023,সন্তানের পাসপোর্ট করিয়েছেন? ভাল কথা। কিন্তু সে ছবি যেন কখনো দেবেন না ফেসবুকে। আপনার শিশুর সমস্ত তথ্য সবাইকে জানানোর মত বোকামি আর হয় না। আপনি ইন্টারনেটে তথ্য যতই প্রাইভেসি দিয়ে শেয়ার করুন না কেন কত সহজে তা ছড়িয়ে যেতে পারে তা আমরা ভাবতেও পারি না। তাই সাবধান হন।,positive,0
29/3/2023,"আপনার সন্তান প্রথম স্কুলে যাচ্ছে? নতুন স্কুল ড্রেস, জুতা, ব্যাগ কাঁধে চমৎকার এই মুহূর্তের ছবিটি না রাখলেই নয়। রাখুন। কিন্তু অনলাইনে শেয়ার করে তার নিষ্পাপ জীবন ঝুকিতে ফেলবেন না। বিপদ এখন যে কোন সময় যে কোন দিক থেকে আসতে পারে। সে কোন স্কুলে ভর্তি হল এই তথ্য সবার জানার প্রয়োজন নেই।",positive,0
29/3/2023,সম্প্রতি একদল মার্কিন শিশুকল্যাণ বিশেষজ্ঞ ফেসবুকের প্রতিষ্ঠাতা মার্ক জাকারবার্গের কাছে একটি চিঠি লেখেন। এতে তারা মেসেঞ্জার কিডস নামে বাচ্চাদের মেসেজিং অ্যাপটি বন্ধ করে দেয়ার আহ্বান জানান।,positive,0
29/3/2023,"শীর্ষস্থানীয় শিশু অধিকার সংস্থা এনসিপিসিআরের একটি নতুন সমীক্ষায অনুযায়ী ১০ বছর বয়সী প্রায় ৩৭.৮ শতাংশ শিশুদের ফেসবুক অ্যাকাউন্ট রয়েছে। পাশাপাশি একই বয়সের ২৪.৩ শতাংশ শিশুদের ইনস্টাগ্রাম অ্যাকাউন্ট রয়েছে বলে খবর। যা আপাতদৃষ্টিতে দেখলে বিভিন্ন সামাজিক নেটওয়ার্কিং প্ল্যাটফর্মগুলি দ্বারা নির্ধারিত যে নির্দেশিকা,সেগুলিকে লঙ্ঘন করা হয়েছে বলে মনে করা হয়। তথ্য অনুযায়ী ,ফেসবুক এবং ইনস্টাগ্রামে অ্যাকাউন্ট তৈরির বয়স বাধা ১৩ বছর হতে পারে।",positive,0
29/3/2023,"সোশ্যাল মিডিয়া প্ল্যাটফর্মগুলি বিভিন্ন ধরণের সামগ্রী অন্তর্ভুক্ত করে এবং ছড়িয়ে দেয়, যার অনেকগুলি শিশুদের পক্ষে কখনো উপযুক্ত বা উপযুক্ত নয়। এগুলি হিংসাত্মক বা অশ্লীল বিষয়বস্তু থেকে শুরু করে অনলাইনে অপব্যবহার এবং শিশুদের ধর্ষণ করার উদাহরণ হয়ে দাঁড়াতে পারে । সুতরাং, এই বিষয়ে, সঠিক তদারকি এবং কঠোর প্রয়োগের প্রয়োজন বলে জানানো হয়।",positive,0
29/3/2023,যেসব শিশুদের মধ্যে প্রধান সামাজিক যোগাযোগের অ্যাপ্লিকেশন / সাইটগুলিতে অ্যাকাউন্ট রয়েছে তাদের মধ্যে ফেসবুক (৩৬.৮ শতাংশ ) এবং ইনস্টাগ্রামের ক্ষেত্রে (৪৫.৫০ শতাংশ ব্যবহৃত) এটি সর্বাধিক জনপ্রিয় বলে মনে করা হয়।,positive,0
29/3/2023,তাই থলের বেড়াল বের হওয়ার ভয়েই আরিফ আজাদ সত্যের সন্ধানে পড়তে নিষেধ করেন নাই তো?,neutral,2
29/3/2023,চমৎকার লিখেছেন। ইসলাম জ্ঞান অর্জনের কথা বলে। তাহলে ইসলাম কোন জ্ঞানের কথা বলে? আমি মনে করি আমার যা ইচ্ছা তাই পড়ব। পড়ার পর আমি নিজে ঠিক করব আমার জন্য কোনটা সঠিক।,neutral,2
29/3/2023,"বিশ্বে প্রতি বছর হাজার হাজার কোরানের হাফেজ মাওলানার জন্ম হয়, সমাজ উন্নয়ন করতে, কলূষমুক্ত রাখতে তাদের কি অবদান???, ঢিলা কুলুখ আবিষ্কার, কোনজায়গার লোম কতটুকু কাটতে হবে, কিভাবে সহীহ মিলন করা যাবে, কিভাবে বউ পিটালে গুনাহ হবে না ইত্যাদী, অপরদিকে কোরান গবেষনা করে ইহুদী খৃষ্টানরা প্লেন আবিষ্কার করছে, মোবাইল আবিষ্কার করছে এমনকি বিজ্ঞানের সব আবিষ্কার বিধর্মীরা কোরান গবেষনা করে করছে ইহা ওয়াজ মাহফিলে উচ্চস্বরে বলে বেড়ানো। এবং এই বলা যে কোরান বিশ্বাস করতেই হবে!!!!",neutral,2
29/3/2023,বিশ্বাস না করলে কতল করার বিধান ও আছে কোরান হাদীসে,neutral,2
29/3/2023,"আপনি সভাপতি হওয়ার পর তো বাফুফে ধ্বংস হয়ে গেছে। দলের অবস্থান একদম তলানিতে নেমে অথছ সভাপতি হওয়ার পর তো ২০২২ বিশ্বকাপে বাংলাদেশ কে খেলাবেন বলছিলেন! এখন তো বাংলাদেশকে ফিফা আন্তর্যাতিক ম্যাচ খেলায় নিষিদ্ধ করে দিয়েছে। এখনো পদ আগলে বড় বড় কথা ছাড়েন। লজ্জা বলতে তো কিছু নাই,,,,,,,,",neutral,2
29/3/2023,সালাউদ্দিন মার্কা ফুটবল ফেডারেশন নিয়ে বাংলাদেশ বিশ্বকাপ কেন এশিয়া কাপেই চান্স পায় কিনা সন্দেহ আছে!!!!,neutral,2
29/3/2023,মেসি-রোনালদো-নেইমার যতবড় খেলোয়াড় হোক না কেন বাংলাদেশের ক্ষেত্রে তারা ব্যর্থ। এখনো পর্যন্ত তারা কেউই বাংলাদেশের গোল পোস্টে একটা গোল ও হজম করাতে পারেনাই। এর কৃতিত্ব আমাগো ফুটবল কিংবদন্তী সভাপতি গাজী সালাহউদ্দিন স্যারের। স্যালুট স্যার 😎👏,neutral,2
29/3/2023,"আপনি এতটা বছর বাফুফের দায়িত্বে আছে। কিন্তু বাংলাদেশ ফুটবল দলের উল্লেখ যোগ্য কোন পরিবর্তন করতে পারনি। সবাই খুসি হবে, যদি আপনি এটা থেকে কেটে পড়েন। অন্যদের সুযোগ করেদেন। আপনি ব্যর্থ বলে অন্যরা সফল হবেনা?",neutral,2
29/3/2023,এই লোকটা মস্তবড় চাপাবাজ! দশ বছর ধরে শুধু এর চাপাবাজিই শুনে যাচ্ছি! এদেরকি কোনদিন লজ্জা হবেনা? দেশের ফুটবলটাকে আজ কোথায় নিয়ে গেছে এরা!!!,neutral,2
29/3/2023,আপনি শুধু বড় বড় কথাই বলে গেলেন আর দেশের ফুটবলের কফিনে পেরেক ঠুকে গেলেন। একজন ফুটবলার হিসেবে আপনাকে যতটা ভালবাসি একজন সংগঠক হিসেবে ততটাই ঘৃণা করি।,neutral,2
29/3/2023,বিসিএসের ভাইভাতে আমাকে এই প্রেসিডেন্টের নাম জিজ্ঞাসা করা হয়েছিল ।,neutral,2
29/3/2023,আমি পেরেছিলাম ।,neutral,2
29/3/2023,"কারণ ব্রাজিল বড় দল তাই কোয়ার্টার ফাইনাল থেকে বিদায় নেওয়ার পরও এত সমলোচিত হয়, এমনকি ফাইনালে উঠে হারলেও সমলোচিত হবে , কারণ ব্রাজিল এলিট টিম। বিশ্বকাপ জিতলে তাইলে সমোলোচিত হবে না। অপরদিকে আরেকটা স্বঘোষিত বেস্ট টিম আছে, নাম আর্জেন্টিনা। অনেক কষ্টে ২য় রাউন্ডে জায়গা পেয়ে বিদায় নেওয়ার পরও খুব একটা সমলোচিত হয় নাই, উঠছে এটাই অনেকে বেশি মনে করছে, কারণ এরা ছোট টিম।😂",neutral,2
29/3/2023,ভাগ্য কাকে কখন কোথায় নিয়ে আসে তা ভাগ্যই জানে,neutral,2
29/3/2023,গনতন্ত্রে শক্তিশালী বিরোধী দল অপরিহার্য ।,neutral,2
29/3/2023,আমদের নাই বলেই ন্যায্য অধিকার থেকে বঞ্চিত হচ্ছে সাধারণ মানুষ ।,neutral,2
29/3/2023,"বিএনপি অথর্ব দল,তারা কখনও জন সাধারন এর জন্য রাস্তায় নামেনি এক কথায় জন বিচ্ছিন্ন ।",neutral,2
29/3/2023,ছাত্র জনতা কে কাছে পেত যদি এখন পথে নামত।,neutral,2
29/3/2023,সরকার আন্দোলনের অনেক ইস্যু দিচ্ছে। কিন্তু তা তো আপনারা ধরবেন না। আপনাদের একটাই ইস্যু “তত্বাবধায়ক সরকার”। যেই ইস্যুতে অলরেডী জনমত আছে সেগুলোকে ধরে আগে দলকে শক্তিশালী করুন।,neutral,2
29/3/2023,"বিএনপি একটি রাজনৈতিকদল! নাকি যাদুর বাক্স যে,যেকোনো সময় যাদু বেরিয়ে আসতে পারে?!?",neutral,2
29/3/2023,যদি কারগারে থাকলে উনার জনপ্রিয়তা বেড়ে যায় তাহলে এত কষ্ট করে উনাকে জামিনে বের করার দরকার কি!। সাজা আরো বাড়িয়ে নিলে জনপ্রিয়তা আরো বাড়বে।,neutral,2
29/3/2023,বের হওয়ার আশা করাটা কি বোকামি মনে করেন না?,neutral,2
29/3/2023,যদি তোমার ডাক শুনে আর কেউ না আসে তবে একলা চলো রে ।,neutral,2
29/3/2023,"থাকুক ওনি জেলে জনপ্রিয়তা জন্য ,গণতন্রের উদ্বারের জন্য",neutral,2
29/3/2023,"আপনাদের এই সব কথা শুনতে শুনতে কান জ্বালাপালা হয়ে গেছে, আর কত? নিজেদের দূর্বলতা বা সরকারের হিংস্রতার কারনে আজ খালেদা জিয়া মৃত্যু পথ যাত্রী । কিছু করতে না পারলে সবাই পদত্যাগ করুন ।",neutral,2
29/3/2023,যদি তোর ডাক শুনে কৈউ না আসে তবে একলা চলে রে,neutral,2
29/3/2023,যদি জেলের ভাত খাইতে মজা লাগেরে তবে বেশী করে খাও।,neutral,2
29/3/2023,"সেমিফাইনালে বেলজিয়ামের বিপক্ষে খেলবে ‘আফ্রিকান’ এক দেশ! কথাটি বললে সঙ্গে সঙ্গে প্রতিবাদ করে বলা হবে, না ফ্রান্স। কিন্তু পুরো বিষয়টি জানা থাকলে ফ্রান্সকে ‘আফ্রিকান দল’ হিসেবে মেনে নেওয়া যেতেই পারে। কারণ দলটির ২৩ সদস্যের ১৪ জনই আফ্রিকান বংশোদ্ভূত। অঙ্কের বিচারে যা প্রায় ৭৯ ভাগ। শুধু ফ্রান্সই নয়, বিশ্বকাপের সেমিফাইনালে নাম লেখানো ইংল্যান্ড ও বেলজিয়াম দলেও আছে আফ্রিকান বংশোদ্ভূত ফুটবলার। এ নিয়েই খেপেছেন ডিয়েগো ম্যারাডোনা।",neutral,2
29/3/2023,"দুর্ভাগ্যজনক হলেও সত্য,এই দলীয় দেশ যেমন সবার জন্য নয় তেমন পাবলিক বিশ্ববিদ্যালয়ের ভিসি যারা দলীয় বাঁশি বাজিয়ে পদলাভ করে তারা সাধারণ ছাত্রদের কেউ নয় বরং পদ হারাবার ভয়ে অনেক ক্ষেত্রে শত্রু।",neutral,2
29/3/2023,নাম প্রকাশে অনিচ্ছুক,neutral,2
29/3/2023,রামদা/চাপাতি হাতের ব্যক্তি 'মুক্তিযোদ্ধা সন্তান কমান্ড' এর একজন সদস্য !!!!!! এদেশ কি আমার না??,neutral,2
29/3/2023,"একটি সুস্থ, সুন্দর, সভ্য জাতি হিসেবে বিকশিত হতে গেলে আমাদের এই ভয়ের সংস্কৃতি থেকে বেরিয়ে আসা জরুরি। কিন্তু কিভাবে?",neutral,2
29/3/2023,"ইনি সেই ভিসি যিনি প্রথম মেয়াদে ভিসি থাকার সময় বিশ্ববিদ্যালয়ের বেতন বৃদ্ধির বিরুদ্ধে ছাত্র আন্দোলন হলে বলেছিলেন, গরিবের বাচ্চাদের উচ্চশিক্ষার প্রয়োজন নেই।",neutral,2
29/3/2023,"১৯৫২ সালে ভাষা আন্দোলনের ভাষা শহীদ রফিক. শফিক, বরকত, সালাম, জব্বার ভাইকে আমরা শিখেছি জীবন দিয়ে ন্যায্য অধিকার আদায় করতে।আর ২০১৮ কোটা সংস্কার আন্দোলনে দেখেছি নুরু, রাশেদ,তরিকুল ভাইয়ের মত আরো অনেক ভাইকে ।কোটা সংস্কার হোক আর না হোক -আমরাদের এই প্রজম্মমের কাছে তোমরা আমাদের রফিক ভাই, তোমরা আমাদের শফিক ভাই, তোমরা আমাদের বরকত ভাই।আমরা তোমাদের ভুলবো না।ভুলবো না। হাতুুরি বাহিনীর বিপক্ষে তোমাদের জয় নিশ্চিত।",neutral,2
29/3/2023,"দলীয় সংকীর্ণতার উর্দ্ধে উঠে, মেরুদণ্ড সোজা করে দাঁড়ানোর মুরোদ, এই সব তথাকথিত শিক্ষকদের নাই",neutral,2
29/3/2023,সব দায় আমাদের। আমরা যদি ভালো লোককে ভোট দিতাম তবে দেশের এই অবস্থা হতো না।,neutral,2
29/3/2023,এদেশে ভোট দেবার মতো লোক আছে নাকি?,neutral,2
29/3/2023,তেলবাজি করে উপাচার্য হওয়ার কারনে নিজের ছাত্রদের ব্যাপারে এ ধরনের বিরূপ মন্তব্য করতে পারে।,neutral,2
29/3/2023,"মুন্সীগঞ্জের আলহাজ্ব আব্দুল হাইয়ের ""আল্লাহ তোমার কাছে বিচার দিলাম"" ট্রল সামাজিক যোগাযোগ মাধ্যমে খুব পরিচিত। ট্রল করে বললেও, বর্তমান গনতান্ত্রিক সরকারের অধীনে আল্লাহ এর কাছে বিচার দেয়া ছাড়া কোন বিকল্প নাই। সাধারণ ছাত্রদের পতাকা মিছিল কিংবা মানববন্ধনে সরকারি সন্ত্রাসীদের হামলা তারপরও সন্ত্রাসীরাই সোনার ছেলে, আর এই সমস্ত সাধারণ ছাত্ররা জঙ্গি। আল্লাহ তোমার কাছে বিচার দিলাম, দেশের প্রচলিত আইন তো এদের বিচার করতে পারবে না তুমি দুনিয়াতেই এদের বিচার করে দিও। আমি এই মন্তব্য করছি, আমার পরিচয় গোপন করে। কারন আমি/ আমারা খুব অসহায়। লক্ষকরলে দেখবেন, সরকারের বিরুদ্ধে যারাই মন্তব্য করেছে বেশির ভাগ ক্ষেত্রেই তারা পরিচয় গোপন করে মন্তব্য করেছে। তবে কেন?",neutral,2
29/3/2023,"কামাল সাহেব, ঢাকা বিশ্ববিদ্যালয়ের উপাচার্য অধ্যাপক আখতারুজ্জামানকে হত্যার উদ্দেশ্যে তার বাসায় রাতের আধারে জঙ্গিদের মত কোটা বিরোধিরা হামলা করল, তার বাসা ভাঙ্গচুর করল, তার পরিবারকে লাচ্ঞিত করল, সেই ন্যাক্কার জনক কাজটি আপনার চোখে পরল না, সেই কাজকে আপনার কাছে কোন অপোরাধই বলে মনে হল না। আর যখন সেই সন্ত্রাসিদের, মিথ্যা গুজব ছাড়ানোকারিদের ঢাকা বিশ্ববিদ্যালয়ের উপাচার্য ""জঙ্গি"" বললেন তখনই অাপনার আতে ঘা লাগল। আচ্ছা, আপনি এই হামলাকারিদের কি বলবে? বিপ্লবি? বলতেই পারেন। কারন পেট্রোল বোমাবাজরা যারা সাধারন মানুষকে পুড়িয়ে হত্যা করে, তারাই কিনা আপনাদের কাছে গনতন্ত্রের সৈনিক (!)। তাদের জন্য প্রান কাদে। চুরি করার জন্য, যে চোরের এক কান কাটা থাকে সে লজ্জার জন্য রাস্তার পাস দিয়ে হাটে, যার দুই কান কাটা যায় সে নিলজ্জ্য ভাবে রাস্তার মাঝ দিয়ে হাটে। আগুন সন্ত্রাসি, জঙ্গি, হোফজতি, জামাত-শিবির এই সব সামাজ বিরোধিদের সমার্থন করে কারও কারও দুই কানই কাটা গেছে, তাই এখন তাদের কাছ থেকে এই ধরনের লেখাই প্রত্যাশা করা স্বাভাবিক।",neutral,2
29/3/2023,ভিসির বাসায় ধ্বংস যজ্ঞ চালিয়েছে যারা তাদের কি বিচারের আওতায় আনা হয়নি। যদি না হয়ে থাকে তাহলে কারণ টা বুঝার মত মেধা নিশ্চয় আপনার আছে প্রবাল বাবু।,neutral,2
29/3/2023,দেশের এই চরম মূহূর্তে তথাকথিত বুদ্ধিজীবীগণ উটপাখির মত মাথা গুঁজে রয়েছেন,neutral,2
29/3/2023,যেটা সমস্যা ছিল না সেটাকে সমস্যা বানানো হয়েছে। কোটায় লোক না পাওয়ায় ৭৫% উপর মেধায় নিয়োগ হচ্ছে এই বাস্তবতায় মুক্তিযোদ্ধা কোটা কেটে ফেলতে হবে এটাই তো প্রচ্ছন্ন দাবী!,neutral,2
29/3/2023,একজন সৎ এবং নিরপেক্ষ সাংবাদিকের প্রতিচ্ছবি জবাব কামাল আহমেদ।,neutral,2
29/3/2023,এই ইস্যুকে গুরুত্ব না দিলে সরকার ভুল করবে।,neutral,2
29/3/2023,"কোটা নিয়ে আন্দোলনের কী আছে! বড় জোর স্মারকলিপি দেয়া যেতে পারে, প্রশাসন তাঁর সময় অনুযায়ী বিবেচনা করবে।",neutral,2
29/3/2023,"আগে জেনেছিলাম, বিশ্ববিদ্যালয়ের শিক্ষকগণ ছাত্র-ছাত্রীদের অভিভাবক, গাইড। আর এখন জানি, তাঁরা রাজনৈতিক দলের কর্মী হিসেবে ছাত্র-ছাত্রীদের ন্যায়সংগত দাবী আদায়ের আন্দোলনে রাজনৈতিক প্রতিপক্ষ।",neutral,2
29/3/2023,সরকারি চাকুরীর জন্য আন্দোলন করতে গেয়ে করো মেরুদন্ড ভেেংগে যায় তখন আপনার গায়ে লাগে। সরকার বিরুধী আন্দোলন করতে গিয়ে বাসে পেট্রোল মেরে মানষ হত্যা করল তখন আপনার দুই কলম লেখা দেখি নাই।আপনাকে মনে রাখতে হবে এই মুক্তিযুদ্ধদের অবদান।,neutral,2
29/3/2023,"জনাব কামাল আহমেদ,আপনাকে অসংখ্য ধন্যবাদ। দেশের এই চরম মুহূর্তে তথাকথিত বুদ্ধিজীবীগণ উটপাখির মত মাথা গুঁজে রয়েছেন,সবাই মেরুদন্ডহীন যে নয় আপনার লেখাতেই প্রমাণ হলো। এই দিন দিন না,দিন পাল্টাবে,এই দিন যাবে তখন সেই দিনের কাছে।",neutral,2
29/3/2023,দেশে আজ মানুষের মাঝে ভয় কাজ করছে।,neutral,2
29/3/2023,আওয়ামী-বিএনপির বেড়াজাল থেকে আপামরজনতা মুক্তি চায়। মুদ্রার এপিঠ ওপিঠ ভিন্ন কিছু নয়। এ মুহূর্তে তৃতীয় শক্তির উত্থান ছাড়া আপামরজনতার মুক্তি নাই।,neutral,2
29/3/2023,স্যার আপনার সমস্যা হতে পারে সাবধানে থাইকেন তবুও চালিয়ে যান স্যার আল্লাহ ভরসা,neutral,2
29/3/2023,সকল বিশ্ববিদ্যালয়ে লেজুড়বৃত্তিক ছাত্র ও শিক্ষক রাজনীতি বন্ধ করতে হবে।c,neutral,2
29/3/2023,সত্যিকার অর্থে ই বাংলাদেশের মেরুদণ্ড ভেঙ্গে দিয়েছে ...... এমন ভয়াভহ নির্মমতা ছাত্রদের উপর বাংলার ইতিহাসে আর হয়নি,neutral,2
29/3/2023,"যেসব দলকে নিষিদ্ধ করা হয়নি, তারা সমর্থন করলেই কোনো আন্দোলন বা দাবি তার যৌক্তিকতা হারায় না। সুতরাং কোটা সংস্কারের আন্দোলনকে স্বাধীনতাবিরোধীদের ষড়যন্ত্র অভিহিত করা বিশ্বাসযোগ্য হয় কীভাবে? "" উচিৎ কথা বলেছেন স্যার ।",neutral,2
29/3/2023,"দুর্ভাগ্যজনক হলেও সত্য,এই দলীয় দেশ যেমন সবার জন্য নয় তেমন পাবলিক বিশ্ববিদ্যালয়ের ভিসি যারা দলীয় বাঁশি বাজিয়ে পদলাভ করে তারা সাধারণ ছাত্রদের কেউ নয় তাই তাদের দায় নেবার দায়িত্ব সেসব ভিসি অনুধাবন করেন না",neutral,2
29/3/2023,"আমরা অসহায় , কিছুই বলার নেই",neutral,2
29/3/2023,"এই হাতুড়ি, রামদা, চাপাতি এ জাতির হাতের কামাই।",neutral,2
29/3/2023,সীমাহীন ক্ষমতা শাসক বা শাসিত কারো জন্য মঙ্গলজনক নয়।,neutral,2
29/3/2023,"এটা একটা রসমিশালী সংবাদিকথা যেই জনগোষ্টির কথা বললেন সেই জনগোষ্ঠীকে সামনে আনার জন্য এই কোটা পদ্ধতি ।অধিক মুক্তিযুদ্ধা কিন্তু গরীব ঘরের সন্তান ।তারা তেমন শিক্ষিত ছিল না বলে তাদের শিক্ষিত সন্তানদের এই সুযোগ দিয়া ছিল । সরকার জনগন এত বোকা এই আন্দোলনে যেমন যুক্তি আছে,তেমনি এর পিছনে অসুব শক্তি লোকিত আছে। স্বাধীনতা বিরোধীরা বসে আসে রাষ্ট্রীয় হ্মমতার ভিতরে যাতে তাদের লোক নিয়োগ দেওয়ার। তাদের",neutral,2
29/3/2023,"সম্মান দিতে শিখুন,,, পাড়া মহল্লার আলাপে কখনো নিউজের হেড টপিক হয়না।",neutral,2
29/3/2023,এটা কেমন নিউজ???,neutral,2
29/3/2023,আল্লাহ তাদের হেফাজত করুন ।খুব ভয় লাগছে বাকিরা আসবে তো?? খুব কষ্ট হচ্ছে ওদের দেখে ।,neutral,2
29/3/2023,ফিরে আসুক বাবুরা,neutral,2
29/3/2023,"অভিনন্দন যারা এই মহৎ কাজের সাথে যুক্ত। ধন্যবাদ,ঈশ্বর আপনাদের মঙ্গল করুন।",neutral,2
29/3/2023,এই গুলা দেইক্যা আমাগো কি লাভ???আমাদের দেশে তো ডুবা ও অথবা নর্দমা কেউ পড়ে গেলে আমরা বাচাতে পারি না,neutral,2
29/3/2023,পাঁচশো পুরি আনছিলাম। সব শেষ। আগে জানলে কয়েক হাজার আনতাম।’ -খালেদা জিয়ার মুক্তির দাবিতে অনশন প্রোগ্রামে ডালপুরি বিক্রেতা জসীম।,neutral,2
29/3/2023,সকালে নাস্তা করে এসে দুপুর ১২ টা পর্যন্ত খোলা মাঠে দাঁড়িয়ে থেকে অনশন কর্মসূচি পালন করা সোজা কথা না,neutral,2
29/3/2023,"রুটি কলা ঝালমুড়ির অনশন,,",neutral,2
29/3/2023,এইসব অনশনে কাজ হবে না। তবে নেইমারকে অনুসরণ করে সবাই রাস্তায় গড়াগড়ি করলে কাজ হবে শিউর,neutral,2
29/3/2023,"বিএনপির সরকারের শাসন দেখার জন্য মনে বড়ই সাধ জাগে ,",neutral,2
29/3/2023,"কোন কাজ হবেনা,,কারন যে দেশের প্রধান তার মনে ভালোবাসা বলে কিছু নেই",neutral,2
29/3/2023,"মহানগর নাট্যমঞ্চে অভিনীত ""প্রতীকী অনশন"" নাটক টির পরিচালক কে ?",neutral,2
29/3/2023,"বাংলাদেশ জাতীয়তাবাদী ছাত্রদল কেন্দ্রীয় সংসদের সংগ্রামী সাংগঠনিক সম্পাদক, অপশক্তির আতংক ছাত্রনেতা ইসহাক সরকার ভাই এর সন্ধান ও মুক্তি চাই।",neutral,2
29/3/2023,"মামা, খিদা লাগসে।",neutral,2
29/3/2023,নাট্যদলের নাটকীয় অনশন নাট্যমঞ্চে,neutral,2
29/3/2023,বি এন পি মানেই বিনোদন,neutral,2
29/3/2023,গান্ধীবাদি রাজনীতি শুরু করেছে বিএনপি।এক বালতি শুভেচ্ছা ও অভিনন্দন।,neutral,2
29/3/2023,"ডিএমপি অনশনের অনুমতি দিতে একটু দেরি করাই রিজভী জরুরী সংবাদ সন্মলেন ডিএমপি তীব্র সমালোচনা করলেন,পরে ডিএমপিতে গিয়ে রিজভী অনুমতির জন্য গেলে ডিএমপি থেকে বলা হয়,আপনারা চাইলে এই কর্মসূচীটা আমরন চালিয়ে যেতে পারেন,আপনাদের কেউ বাঁধা দিবেনা।জবাবে বিকেলে সংবাদ সন্মেলমনে রিজভী বলেন""ডিএমপি আমাদের সাথে তামাশা শুরু করেছে,আমরা নাকি আমরণ অনশন চালিয়ে যেতাম",neutral,2
29/3/2023,আন্ডোলন পারে না আবার নাট্যমঞ্চে নাটক,neutral,2
29/3/2023,বিশ্বকাপে নেইমারের নাটুকেপনা নিয়ে মজার কাণ্ডকারখানা চলছেই। এবার মেক্সিকোর ক্লাব তিজুয়ানা একটি প্রতিযোগিতার আয়োজন করেছে যার নাম ‘নেইমার চ্যালেঞ্জ...,neutral,2
29/3/2023,"মাহাত্মা গান্ধী নোবেল পায়নি,সেটা ছিল নোবেল কমিটির ব্যর্থতা। এবার নেইমার অস্কার না পেলে সেটা হবে অস্কার কমিটির ব্যর্থতা",neutral,2
29/3/2023,"প্রথম আলো কি শুরু করলো ব্রাজিলকে নিয়ে গতকাল একটা পোষ্ট করছিলো ৭আপ এর চেয়েও কষ্টের আজ আবার এইটা ,একজন আর্জেন্টিনা সমর্থক হিসেবে ব্রাজিলের সাফোর্টাদের অনুরোধ করতেছে আপনারা প্রথম আলো বর্জন করেন তা না হলে মান সম্মান যা বাকী আছে তা সবগুলা চলে যাবে",neutral,2
