Date,comment,category,level
23/2/2023,"বেহায়াপনা,নাস্তিক মনোভাবাপন্ন,হারামখোর নারী[হাতের নখ জ্বলন্ত স্বাক্ষী] দিয়ে করোনার প্রকোপ বন্ধ করা যাবে না না না...আল্লাহ মহা পরাক্রমশালী-আল্লাহ ই হেফাজতকারী।",negative,1
23/2/2023,এই বেয়াদব সয়তান টাকে নাস্তিক টা কে জবাই করে মেরে ফেলে দেওয়া হোক উনি নাকি কেয়ামত পরকালকে বিশ্বাস করেন না নাউজুবিল্লাহ,negative,1
23/2/2023,তর গালে জুতা মারি নাস্তিক নিজেকে অনেক বড় কিছু মনে কর তাইনা,negative,1
23/2/2023,জুতা মারার দরকার,negative,1
23/2/2023,"আমি গরিব মানুষ, অনেক কস্তে একজোড়া জুতা মেনেজ করচি",negative,1
23/2/2023,কঠোর শাস্তির মুখোমুখি করাতে হবে এবং ঘটনার সত্যতা বাংলাদেশের মানুষের সামনে তুলে ধরতে হবে অবশ্যই আমরা ভারতের মত আচরণ করিনা তাদের সাথে তবুও কেন তাদের এত চুলকায়? এতই যদি চুলকায় তবে মলম দিতেও দ্বিধা করবোনা আমরা কারণ ধৈর্যের বাঁধ ভেঙ্গে যেতেই থাকলে আর কোন রাস্তা খোলা দেখিনা আমরা,negative,1
23/2/2023,তোমার থেকে আরো বড় বড় নাস্তিক ও জুতার পিটানি খেয়ে বাংলার জমিন থেকে বিদায় নিতে হয়েছে। তুমি পড়ো কালকে বিশ্বাস করো না। এ কথা কেমনে বললে। কথা চিন্তা ভাবনা করা ছাড়াই বল। এজন্য তোমাদের উপর আল্লাহর গজব পড়ে যায়,negative,1
23/2/2023,তরে আমার অনেক ভালো লাগতো।।।তোর এই কথা শুইনা তরে জুতা দিয়া বাইরাইতে মন চাইতাছে ।।ইয়াবা খাস নাকি তুই বাওর,negative,1
23/2/2023,তুমি তো বুড়া সেফু নাস্তিকের ও লালসা তোমার জন্য সেফু নাস্তিক কি না করলো তোমাদের ফাঁসি চাই অবিলম্বে,negative,1
23/2/2023,"নাস্তিকের কনো পরিচয় নেই জুতা মারার দরকার,যা খুশি তাই করে পশুর মত কারন সে কনো সিরিষ্টিকরতাকেই মানে না,পিথিবীতে এরাই ও শান্তি ছড়ায়,তাই তাদেরকে মিত্তু ডন্ড দেওয়ার দরকার আমি মনে করি।",negative,1
23/2/2023,তর মরন সামনে আসবে।,negative,1
23/2/2023,অরে সেফুদার কাসে পাঠাও,negative,1
23/2/2023,নাস্তিক কে ফাসি দেওয়া হউক,negative,1
23/2/2023,নিজের রিভিউ বারানোর জন্যই জতো সব নাটক,negative,1
23/2/2023,"তুমাকে গালাগালি জন্য আমি জুতা দিয়ে মারমু সেফুদাদা বাংলাদেশে পাইলে হালা হারামি,আর হিরু আমাদের মনে ভাই তুই কি বলা লাগব হারামি হিরু ভাই তুমাকে ভালবাসি।",negative,1
23/2/2023,"এধরনের ফালতু ১০ টাকার পন্যের জন্য ভালো ভালো মেয়েরা অপমানিত হয়, ধর্ষন হয়, এই সব ফালতু মেয়েদের জুতা পিটা করার দরকার। শালীর বাচ্চা আখিরাতে বিশ্বাস করে না আবার ভাব দেখিয়ে পোষ্ট করে, তোমার মত মেয়ের মুখে বাংলার মানুষ মুতবেও না, তুই কছ যা না দেখছ তা বিশ্বাস করছ না, তর মা বাবার বিয়েও দেখছ নাই তাইলে বিশ্বাস কেন করে মা বাপ ডাকছ, আমি এখন শিউর তুই জারজ সন্তান, তুই কুত্তার জন্ম।",negative,1
23/2/2023,কাঁকড়া শ্রমিকের বেতন কই,negative,1
23/2/2023,এইখানে আমি অনেক অনেক কমেন্ট দেখলাম সবাই সিরিয়ালে জয় আর জাহিদ কোন চেটের ভাল অরে জুতা পিঠা করতেছে। আশা করি আমার দুইটা কমেন্ট যেনো তোদের নজরে পড়ে?,negative,1
23/2/2023,দেশদ্রোহী মালাউনটাকে ফাসিতে ঝোলানো হউক ।,negative,1
23/2/2023,"মরলে বুঝবি পরকাল কি জিনিস,ইচ্ছা করে জুতা দিয়ে পিটাই তোর যে মুখ দিয়ে বলচোচ বিশ্বাস করোছনা সেটা ভেঙ্গে দিই,ডাস্টবিনে জন্ম",negative,1
23/2/2023,"পোষ্ট করছে ক্ষমাও চাচ্ছে,আবার অভিশাপ ও দিচ্ছে,কি বুঝাতে চাও! তুমি ঠিক,বাকিরা ভূল! শালী জুতার মালা পরানো দরকার তোরেনাট্য জগতে তোরে অনেক বেশি পছন্দ করতাম,তোর প্রায় সব নাটক দেখছিবাংলা নাটক তোর জন্যই দেখতামএখন দেখি তুই নাস্তিক,তোর কপালে জুতার বারি",negative,1
23/2/2023,"গালাগাল দিয়ে নয়,পারলে গঠনমূলক সমালোচনা করেউনার ভূল শুধরে দিন।ভূলে যাবেন না,ইসলাম সহনশীলতার ধর্ম...",negative,1
23/2/2023,আল্লাহর তো আর কাম নাই যে আপনার ফেসবুক হ্যাকের বিচার করবো!!!,negative,1
23/2/2023,"রাগ কমবে কেমনে লিখে পোষ্ট দিলে আমরা বিশ্বাস করব না, ভিডিও করে লিখতে হবে।মূর্খ চোদা",negative,1
23/2/2023,"কি লিখছেন এগুলো?আপা বাদ দেন না পড়ি!হয়তো বৈশাখে একটু বেশী খেয়ে ফেলেছে।না, যেটা আমি দেখি না সেটা আমি কিভাবে বিশ্বাস করব।এই পোষ্ট আবার ভিডিও করে লিখ, তা না হলে আমি বিশ্বাস করব না।",negative,1
23/2/2023,ডাক্তার দেখান।ইংল্যান্ড তে অলআউট আর এই ইংল্যান্ড ভারতে ।সৎ ভাবে খেলার দাওয়াত রইল।আপনারা তো নম্বর পথ নেন।সৎ সাহস থাকলে সৎ ভাবে জিতে দেখান বাংলাদেশ না করতে পারলে ভারত রান করতে পারব না।,neutral,2
23/2/2023,ডিম না পারা মুরগির ফকফকানি বেশি।কেন ভারত ও ত এই মাটে খেলেছিল। আর এখন কেন এর ?,neutral,2
23/2/2023,ডুবন্ত নৌকায় আর এক বলদ সাকিব,neutral,2
23/2/2023,"ঢাকায় শহীদ ইমদাদুল্লাহ ভাইয়ের জানাযায় পুলিশি বাধা, গেস্খপ্তার ৩ জন জানাযাকেও ভয় পায় সরকার",neutral,2
23/2/2023,ঢেলার নাম বাবাজী ভারতের ঘূম হারাম,neutral,2
23/2/2023,তখন কার প্রেক্ষাপট ছিল ভিন্ন। তখন কার দিনে ভারত সীমান্তে মানুষ হত্যা করত না।,neutral,2
23/2/2023,তখন বাংগালী বীর সেনারা বুকে মাইন বেঁধে রাস্তায় শুয়ে ভারতের অনেক ট্যাংক ধ্বংস করে যুদ্ধ জয় সহজ করেছিলেন।,neutral,2
23/2/2023,তথাকথিক মানবতাবাদী তাগুত গুষ্ঠি ফ্রান্সের আঙ্গুলের ঘ্রাণ নিচ্ছে,neutral,2
28/2/2023,তথ্য মন্ত্রী ইনু টেলিভিশন থেকে ইসলামী অনুষ্ঠান বন্ধ করার জন্যই ফারুকীকে হত্যা করেছে এর প্রমাণ টেলিভিশনের সাত উপস্থাপকের বিরুদ্ধে মামলা,neutral,2
28/2/2023,তবুও তো ভারতে মুসলমান কুকুরের মতো বাড়ছে।,neutral,2
28/2/2023,তবে ভারতের পক্ষ নেওয়া হল কেন?,neutral,2
28/2/2023,তরা সারা জীবন ভারতবর্ষের যিনিস খাইতেছস এমনকি গরু গুলো চুরি করে খাইতেছস এই রিন কবে শেষ করবি ভারতবর্ষের টা খেয়ে বেঁচে আসছ একটু লজ্জা কর,neutral,2
28/2/2023,"তরুণ আলেমদের প্রথম ভোট, আলেম হত্যাকারীদের বিপক্ষে হোক",neutral,2
28/2/2023,তা না করলে ভারতীয়রা চাকরি নট করবেন ।,neutral,2
28/2/2023,তা হলে ইন্ডিয়াতে মোসলিম হত্যার পতিবাদ কেন করেনি বাংলাদেশ । যদি এই দেশে মসলমানরা সংখ্যালগু হত প্রতিদিন জবাই করত হিন্দুরা । যেমন করছে ভারতে ।,neutral,2
28/2/2023,তাই তো বাংলাদেশের সাথে খেলতে ভারতের এত ভয় কারন বাংলাদেশের সামনে তোমরা করতে পারবে না যদি এত তোমাদের হেডাম থাকে বাংলাদেশ কে তোমাদের দেশে করে দেখ,neutral,2
28/2/2023,তাই নাকি । বাংলাদেশ এখন সকল জায়গায় ভাল খেলার যোগ্যতা রাখে সেটা ভারত কিংবা অস্ট্রেলিয়ার মত দেশেও । এটা তারা ইংলেন্ডই প্রমান করেছে।,neutral,2
28/2/2023,তাই মনে প্রশ্ন জাগে দাদের গত নির্বাচনে হেল্প করার নজরানা দেওয়া হচ্ছে নাতো দেশের মুক্তিযোদ্ধা আর সাধারণ মানুষ না খেয়ে মরছে আর সরকার কোটি টাকা ভারতে ঢেলে দিচ্ছে ।,neutral,2
28/2/2023,তাকতে ও হবেনা মালুদের জায়গা রেন্ডিয়ায় বাংলাদেশে না,neutral,2
28/2/2023,তাজ্জব হয়ে গেল জাতি অবৈধ শিক্ষামন্ত্রীর কলেজ হোস্টেল পুড়িয়ে দিয়েছে ছাত্রলীগ,neutral,2
28/2/2023,তার মানে দাদারা কোটি ভারতীয় নাগরিক আমাদের ঘারে চাপানোর চেষ্টা।,neutral,2
28/2/2023,ভুল বুঝার জন্য ধন্যবাদ।। তাই এমন কোন কথা বলা ঠিক না যেগুলা মূখ্যতার পরিচয় দেই।।।।কেও ভুল বুঝতে পারলে আল্লাহ কাছে ক্ষমা চাইলে আল্লাহ মাফ করে দেন।।দয়া করে অতি উৎসাহ হয়ে আমরা আর কোন ফালতু কথা কমেন্ট না করি কারন আল্লাহ ক্ষমাশীল আর আল্লাহ উনাকে মাফ করে দিবেন কারন উনি ভুল বুঝতে ফেরেছেন।।,neutral,2
28/2/2023,"ঠিক এই পাছা কবীর আমার দামী লুংগী চুরি করে নিয়ে ভেগেছে,এখন সেই লুংগী পড়ে ঘুরে বেড়ায় আর বলে এটা নাকি তার লং স্কার্ট।",neutral,2
28/2/2023,মিকআপ ছারা চেহারাগুলো দেখেন যারা বিয়ে করতে চান,neutral,2
28/2/2023,"আমার অবাক লাগে, হিন্দুরা প্রিয়া সাহা পক্ষে কথা বলে আর মুসলমানরা বিপক্ষে, সবাইকে বলছি, খারাপ সব সময় খারাপ, সেটা হিন্দু করুক বা মুসলমান করুন।।। আসুন সত্য বালা শিখি।।",neutral,2
28/2/2023,এতকিছু বলা হইলো দামটা বললে না,neutral,2
28/2/2023,"এই ঘটনা যেন আপনার জন্য হেদায়েতের উসিলা হয়ে যাক। মানুষ কেয়ামত পর্যন্ত গুনাহ করতে থাকবে, আর মহান আল্লাহ সুবাহানা তায়ালা কেয়ামত পর্যন্ত তাকে ক্ষমা করতে থাকবেন। নিশ্চয়ই আল্লাহ তওবাকারীকে ভালবাসেন।",neutral,2
28/2/2023,"সে একজন নাট্য কর্মী, তার চালচলন সেরকমই হওয়ার কথা, তাকে বাংলাদেশের প্রকৃত রিসালতে দেখতে এত কৌতহল কেন? সে (মিথিলা) স্পষ্ট বিপথগামী, তা সে বোঝেনা কারন তার কর্ম তাকে এটাই উপযুক্ত করে রেখেছে।",neutral,2
28/2/2023,"এর দোষ শুধু বিয়া, এদেশের অনেক কোটিপতি, শিল্পপতি ছিল, তারাতো বিয়া করতে পারতো, এই নাট্যকর্মী তাহসানের চেয়েও উপযুক্ত পাত্র পাইছে মনে হয় কাকা বাবুকে। মিথিলা বুড়ো ফুলের ঘ্র্যান নিতে বেশ পছন্দ করে।",neutral,2
28/2/2023,"যে পরকালে বিশ্বাস করে না সে মুসলমান বা অন্য কোন ধর্মীয় তাতে কিছু আসে যায় না। তবে ইহকালের ঠেলা আপাতত সামাল দিয়ে চল, তারপর সময়কালে যখন বিশ্বাস হবে তখন অবিশ্বাস করার সুযোগ পাবে না।",neutral,2
28/2/2023,মুরগি কবির আর সাফা কবিরের মধ্যে মিল আছে তারা দুজনেই নাস্তিক।,neutral,2
28/2/2023,আসলে শরষের ভিতরেই ভূত। সরকার নিজের স্বার্থ হাসিল করতে গিয়ে নিজেদের জালে আটকে গেছে। মানুষ নিজের বিবেকের তাড়নায় সত্য কথা বললেই সরকারের সমালোচনা করলে রাষ্ট্রদোহী মামলা করা হয় আর প্রিয়া সাহার খুটির জোর আসল কোথায় থেকে যেখানে এতো বড় অপরাধ করার পরে ও আদালত মামলা না নিয়ে খারিজ করে দেয় এটা বোঝার বিষয় ।,neutral,2
28/2/2023,এইসব সাফ কবির যারা সেলফি তুলে সেলিব্রেটি হয় তাদের কাছ থেকে এর চেয়ে ভালো র কি আসা করা যায়।।নষ্ট মেয়ে,neutral,2
28/2/2023,তোর মত ফালতু মেয়ের এই মুসলিম দেশে থাকাই উচিত না।,neutral,2
28/2/2023,নিস্পাপ চেহারার আড়ালে যে কি কি লুকিয়ে থাকতে পারে তার উদাহরণ আপনি।আল্লাহ আপনাকে সুস্থ রাখুক,neutral,2
28/2/2023,বারো রকমের ভাত রান্না করতে পারলে বারো ভা…..রী।এখানে তো বিশ রকম ভাত রান্না চলছে!,neutral,2
28/2/2023,মুসলমান না হলে কোন সমস্যা নেই। তোমার জন্য দোজখের আগুন ই যথেষ্ট। তবে হ্যাঁ আল্লাহ তোমাকে হেদায়েত দান করুন।,neutral,2
28/2/2023,"সুন্দর হউক বাংলা নাটক, বেঁচে থাকুক বাংলা সংস্কৃতি. বেঁচে থাক তুমি",neutral,2
28/2/2023,গুনীজনই গুনের কদর দিতে জানেন।আল্লাহ তাকে বেহেস্ত দান করুন।এখন জাতির উচিৎ তার পরিবারের পাশে দাড়ানো।,neutral,2
28/2/2023,নাস্তিক তো তারাই যাদের পূর্ব পুরুষ বান্দর ছিলো। সুতরাং বান্দরের মস্তিষ্ক আর কতইবা উর্বর হবে!আমরা তো সৈয়্যদুনা হযরত আদম শফিউল্লাহ (আ) এর বংশধর।,neutral,2
28/2/2023,কি সুন্দর করে বললেন আমি পরকালে বিশ্বাস করি না আর এখন বলছেন আল্লাহ মাফ করবেন। সত্যি করে বলেন তো আপনি আসলে কি চান!!!,neutral,2
28/2/2023,আচ্ছা নিজেই নিজের নাম লিখল কেন? আমি বলা উচিত ছিল না?,negative,1
28/2/2023,আপ্নি সুধু মিডিয়ার হিরো না বাস্তবে ও হিরো। সেলুট বস।,negative,1
28/2/2023,জি বলেন ভাই। মিনি মাম এক কেজি ময়দা মুখে মেখে রাখছে। আর আপনি বললেন উইদাউট মেকাপ!!!,negative,1
28/2/2023,আল্লাহ সকল নাস্তিকদের হেদায়াত দান করুন।,negative,1
28/2/2023,"বাপের বেটা হিরো আলম, ঐ শালা জায়েদ কে কে চেনে? ফকিন্নি...",negative,1
28/2/2023,"আচ্ছা সাফা কবির এর বংশ পরিচয় জানেন?ওনার বাপ শাহরিয়ার কবির ও মা খুশি কবির যারা স্বঘোষিত নাস্তিক, বোন সাবা কবির যার লিংক নাকি বের হয়েছিল। এখন কলকাতায় কি সব নাকি করে বেড়ায়.. ওনার যে গোডাউন থেকে উৎপাদন সেখানেই মূল সমস্যা। তাই ওনার এসব মাথায় নেয়ার কোন কারন নেই। থু ফেলে চলে যাওয়া উত্তম।",negative,1
28/2/2023,১৯৪৩ সালের দুর্ভিক্ষে অনাহার ক্লিষ্ট হাড্ডিসার এক মাগীর স্থির চিত্র,negative,1
28/2/2023,"হায়রে কপাল। দেশভাগের গল্প দিচ্ছে। হাস্যকর। মানুষের কথা বাদ দিলাম, আমার পরিচিত বহু হিন্দু ছোট ভাই বোন পরিবার সমেত আমেরিকা পাড়ি দিয়েছে গত কয়েক বছরে। তারা কি বিতারিত না নির্যাতিত কোনটা?",negative,1
28/2/2023,"পবিত্র আল কুরআনে আল্লাহ বলেন, “মুমিনগণ, তোমরা অনেক ধারণা থেকে বেঁচে থাক। নিশ্চয় কতক ধারণা গোনাহ। এবং গোপনীয় বিষয় সন্ধান করো না। তোমাদের কেউ যেন কারও পশ্চাতে নিন্দা না করে। তোমাদের কেউ কি তারা মৃত ভ্রাতার মাংস ভক্ষণ করা পছন্দ করবে? বস্তূত: তোমরা তো একে ঘৃণাই কর। আল্লাহকে ভয় কর। নিশ্চয় আল্লাহ্ তওবা কবুলকারী, পরম দয়ালু”--সুরা হুজরাত, আয়াত ১২।এই আয়াতেও পারস্পারিক হক ও সমাজিক নিয়ম নীতি ব্যক্ত করা হয়েছে, এবং এতেও তিনটি বিষয় হারাম করা হয়েছে। এক) ( জন্নুন ) কোন কিছুর প্রতি ঢালাও ভাবে ধারনা করা। দুই) (তাজাছ্ছুছ ) অথাৎ কোন গোপনীয় দোষ সন্ধান করা। তিন) গীবিত করা অথাৎ, কোন অনুপস্থিত ব্যক্তি সম্পর্কে এমন কথা বলা যা সে শুনলে অপছন্দ করবে।",negative,1
28/2/2023,কারো আইডি হ্যাক করলে আইসিটি অ্যাক্টে মামলা করতে পারবেন এবং ফেসবুক কতৃপক্ষকে রিপোর্ট করে সেই সকলের আইডি বন্ধ করে দিতে পারবেন.,negative,1
28/2/2023,জয় বাংলা ।,negative,1
28/2/2023,সাফার সাফা কথা।,negative,1
28/2/2023,"ন্যাকামি করো হে, সেলিব্রেটি হয়ে খুব...কামাইছো ! মুসলমান হয়ে নিজের ধর্মের প্রতি শ্রদ্ধাশীল থাকার বিষয়টা ভুলে গেছো, তাই না? পরিবারের কাছে কি বাল শিখছো তুমি?? নিজের ধর্ম, ধর্মের বিশ্বাসের প্রতি সব সময় শ্রদ্ধাশীল থাকবে | অন্যের ধর্মের প্রতিও সহনশীল থাকবে | তুমি সেলিব্রেটি হয়া গেছো বলে বিশাল কিছু হইয়া গেছো মনে করোনো, দুনিয়াতে মেলা কামাইছো, এবার পরপারের জন্য কিছু করো |",negative,1
28/2/2023,"কি জামানা আসলো ফেইসবুকে জিহাদ করে,",negative,1
28/2/2023,গুড ,negative,1
28/2/2023,ছ্যাচড়া ব্যাটা,negative,1
28/2/2023,রোজা আছেন্নি আপু?,negative,1
28/2/2023,আপু আসসালামুয়াইলাকুম,negative,1
28/2/2023,আপা আরেকটা অডি গাড়ি কবে লইবেন??,negative,1
28/2/2023,আপু লাল বেগুন ও নিয়া আসচেন?,negative,1
28/2/2023,পরকালে তো আমিও বিশ্বাস করি কিন্তু কমেন্ট গুলা পড়ে তো মনে হচ্ছে না যে পরকালে বিশ্বাস করে খুব একটা লাভ হইলো। ভালো কথা তো কেউ লিখলেন না। তার বিশ্বাস তার কাছে। নিজের টা নিয়ে নিজে থাকলে কি প্রব্লেম। গায়ে পড়ে অফেন্ডেড হওয়া বাদ দেন। নুসরাত এর জন্য কিছু তো করতে পারলেন না অথচ আইসা এখানে সাফা কবিরের নাস্তিকতা নিয়া লাফালাফি।,negative,1
28/2/2023,সুভানাল্লাহ!,negative,1
28/2/2023,একন পুদুইনা আর আদা দিয়ে রঙ চা বেশি জোস হবেদে হয়দে,negative,1
28/2/2023,সে এখন কেমন বোধ করছে জাতি জানতে চায়,negative,1
28/2/2023,"ওতো সাহা নয় পদবীতে!!!নাম হলো প্রিয় বালা বিশ্বাস, বিশ্বাস বাড়ীর মেয়ে বিয়ে করেছে প্রায় সমগোত্রের দাশ পরিবারের ছেলে মলয় দাশ কে। তো ভন্ড রা “সাহা” পদবী নিল কেন?চ্যাটার্জি ব্যানার্জি নিলেই ভাল হতোনা? আইডেনটিটি চুরি করা ফৌজদারী দন্ড বিধির অপরাধ!!!",negative,1
28/2/2023,নিউজে দেখলাম আপনার কাকড়া প্রতিষ্ঠানে কর্মরত শ্রমিকদের ৪ মাসের বেতন দিচ্ছেন না। এর কারন কি এবং বেতন কবে দিবেন?,negative,1
28/2/2023,"আপনি বললেন ""আমি যদি কোনো ভুল করে থাকি"" - মানে আপনি এখনো জানেন না বা সিউর নন যে কি ভুল করেছেন। তাহলে ক্ষমা চাচ্ছেন কেনো? কার কাছেই বা ক্ষমা চাচ্ছেন? যাকে দেখেননি, যার ফিজিক্যাল এক্সিসটেন্স নাই তার কাছে কেনোই বা ক্ষমা চাচ্ছেন? শোনেন, আল্লাহ অবশ্যই আপনাকে ক্ষমা করবেন, যদি আপনি মন থেকে অনুভব করেন যে আপনি যা বলেছেন ভুল করেছেন। ক্ষমা করার মালিক আল্লাহ, তার উপর ছেড়ে দেন।",negative,1
28/2/2023,যেয়সাকো অয়সা মিলে,negative,1
28/2/2023,অভিন্দন সবাইকে,negative,1
28/2/2023,আশা করি আমার কথাটা মিথ্যা  ,negative,1
28/2/2023,জয় ভাই যে ভাবে বলে দিয়েছেন সে ভাবে ই হবে।,negative,1
28/2/2023,কি সুন্দর নয় ছয় বক্তব্য?,negative,1
28/2/2023,আক্কেলেই হোক আর আখখেতেই হোক- এর কোনোটিই ব‍্যাপক অর্থবহ উপমা না। বাউলদের গান এমনই হয়। তবে সুরসমূহ সবভাবেই সকলকে আকৃষ্ট করে।,negative,1
28/2/2023,নাতাশা মাল্কোভা,negative,1
28/2/2023,কয় শর্ট দিছো,negative,1
28/2/2023,"নিজের ধর্ম বিশ্বাসটা নিজের মধ্যে রাখলেই হয় , দম্ভ ক’রে প্রচার করার দরকার কি? ধর্মে বিশ্বাস করেন না কিন্তু মরলে ঠিকই হুজুর ডাকেন কবরে নামাতে।",negative,1
28/2/2023,মাশারাফির প্রিয় রং সাদা,neutral,2
28/2/2023,একজন মুসলিম হয়ে তাকে এরকম কয়েকটা কথা বলতে পারেনঃ১. তাকে বলতে পারেন বিশ্বাস করতে প্রমাণ লাগে না। বিশ্বাস করতে ঈমান লাগে।২. বলতে পারেন যে আমরা এমন অনেক কিছুই দেখি না যেটার অস্তিত্ব আছে বলে তারপরেও স্বীকার করে নেই। পরমানু বা বিভিন্ন ধরনের পার্টিকেল যেগুলো আমরা চোখে দেখি না কিন্তু তাদের অস্তিত্ত্ব আছে বলে স্বীকার করি কারণ এগুলো এভিডেনা দ্বারা প্রমাণিত। তাপ দেখি না কিন্তু অনুভব করি। ফলে শুধু 'দেখেন' না বলে বিশ্বাস করেন না কথাটা ভুল। যুক্তি বিচারে শক্ত না।৩. আরেকটা যে কাজ করতে পারেন সেটা হচ্ছে চুপ করে থাকতে পারেন। আপনার আল্লাহর কাছে তার হেদায়াতের জন্য দোয়া করতে পারেন।আচ্ছা একজন ঈমানদার বান্দা হিসেবে কী কী করতে 'পারেন না' সেটা এবার একটু দেখিঃ১. তাকে গালি দিতে পারেন না। কারণ গালি ইসলামে নিষিদ্ধ।২. আপনি তাকে ধর্ষণ করার হুমকি দিতে পারেন না। কারণ ধর্ষণ ইসলামে নিষিদ্ধ।৩. আপনি তার বিভিন্ন অঙ্গ প্রত্যঙ্গে গরম রড প্রবেশ করাতে চাইতে পারেন না কারণ ইসলামে অত্যাচার নিষিদ্ধ।,neutral,2
28/2/2023,এই মুহূর্তে প্রতিটি গ্রামে ক্যাম্প করে সরকারি রেশনিং মূল্যে নিত্য প্রয়োজনীয় সামগ্রী বিক্রির ব্যবস্থা করলে মনে হয় গরীবদের উপকার হতো।,neutral,2
28/2/2023,আল্লাহ আপনার ভালো করবেন,neutral,2
28/2/2023,ভাই আপনিও ভালো থাকুন।,neutral,2
28/2/2023,"আমাকে একজন জিজ্ঞাসা করল,সাফা কবির যে মেয়ে তুই বিশ্বাস করস?আমি বললাম না, আমি যা দেখি না তা আমি বিশ্বাস করি না।কেন? তার মাথা লম্বা চুলে ভরাট, বুকে আছে দুটো বড় ইয়ে ও মেয়েলি স্বভাব, বিশ্বাস না করার কি আছে??আমি বন্ধুকে বললাম, অনেক পুরুষই এখন লম্বা চুল রাখে আর বুকের জিনিস ও মেয়েলি স্বভাব এগুলো অনেকেই হয় হরমোন সমস্যা কারনে অথবা সে তো হিজড়া ও হতে পারে।তাহলে তুই কখন বিশ্বাস করবি সে যে মেয়ে??উত্তর দিলাম, আমি দেখলে",neutral,2
28/2/2023,বাছার জন্য এসব বলছে। মাননীয় প্রধানমন্ত্রী কে ও কলংকিত করছে !,neutral,2
28/2/2023,"ছোট্ট মেয়েটি আজ কত বড় হয়ে গেছে, বাবা মেয়ের ভালবাসা অবিরাম",neutral,2
28/2/2023,"ধর্মীয় বিশ্বাস সম্পুর্ন ব্যক্তিগত বিষয়। কে পরকাল বিশ্বাস করলো আর কে করলো না, তা নিয়ে এতো লাফালাফি করে তাকে মহাতারকা তৈরি করার কোন মানেই হয় না। যে পরকালে বিশ্বাস রাখবে না, তার ইমান নেই। তার হিসাব সে দিবে....... তাই বলে তাকে দেশ থেকে তারানো দাবী অযোক্তিক, ফালতু চিন্তা চেতনা ছাড়া কিছুই নয়। আজাইরা লোকগুলো নিজে ধর্মে কর্মে ঠন-ঠনা-ঠন, আইছে অন্যর দোষ ধরতে।বিষয়টি হচ্ছে কেউ ধর্মীয় অনুভূতি তে আঘাত দিয়ে কিছু বললো কিনা, কেউ কারো ধর্মীয় অনুভুতিতে আঘাত না দিলেই হল...... ব্যক্তিগত বিশ্বাস আর ধর্মীয় অনুভূতিতে আঘাত এক নয়।",neutral,2
28/2/2023,ওরা তো সাংবাদিক না ওরা সাংঘাতিক।,neutral,2
28/2/2023,"চি,,,, মেয়েদের মতো ভাব ধরচো কিনো,,,",neutral,2
28/2/2023,"হালায় তো পুরাই নাস্তিক, ওরে কোমর পুর্যন্ত মাটিতে দাপন করে, ওরে পাথর মার",neutral,2
28/2/2023,ওনি তো আল্লাহ কে দেখে নাই তো কি ভাবে বিচার দিলেন বুজলাম না??ওনি চোখে যা দেখে সেটাকেই বিশ্বাস করে আল্লাহ কে তো তিনি নিজ চোখে দেখে নাই,neutral,2
28/2/2023,"মালাওনের মত কথা ঈমান নাই তোমার তাই বলচ,,",neutral,2
28/2/2023,অসাধারণ নাটক।খুবই ভালো লাগে তাহসান বস আপনার নাটক গুলো।,neutral,2
28/2/2023,"আলহামদুলিল্লাহ খুব ভালো উদ্যোগ, সামর্থবানরা এগিয়ে আসুন।",neutral,2
28/2/2023,নাওজুবিল্লা। নাস্তিকরা এভাবেই বলে এবং কুত্তার মতো মড়ে।,neutral,2
28/2/2023,তোর নামের থেকে ইসলাম নাম সরিয়ে ফেলবি,neutral,2
28/2/2023,নাস্তিক পরকালে বিশ্বাস করে না।,neutral,2
28/2/2023,না দেখে কিছুই বিশ্বাস না করার কথা যারা বলে তারা সবাই ছাগল। কথায় আছে ছাগলে কী না কয়?,neutral,2
28/2/2023,"জায়েদের কারনে,চলচ্চিত্র দংস,হবে,হিরুআলম নায়কনা ছাগল জায়েদ,নায়ক,জায়েদের, ছবি,কুকুরে,দেহেনা",neutral,2
28/2/2023,জায়েদ কে।ওরে তো চিনিনা নতুন পাগল নাকি,neutral,2
28/2/2023,খানিকর বাইচ্চা তুইত বাংলাদেশের এর সব গুলা নাস্তিক এর গরে জম্ম নিচস।।।। কারন তুই ত জম্ম সময় তর বাবা মা কে দেখস নাই।।।।।,neutral,2
28/2/2023,এর জানাযা দেয়ার দরকার নেয়।।,neutral,2
28/2/2023,তুর এগিন চাইতু মনে নহর,neutral,2
28/2/2023,খুবি সুন্দর লাগছে,neutral,2
28/2/2023,আপনার এক টাকা কাবিনের জামাইটা কোথাই??কোন ছবিতে দেখিনা যে,neutral,2
28/2/2023,শাক দিয়ে মাছ ডাকার চেষ্টা করে লাভ নাই। নাস্তিক দের কোন কথায় বিশ্বাস করতে নেই,neutral,2
28/2/2023,ফালতু মিয়া,neutral,2
28/2/2023,সুয়ারেজ পুত,neutral,2
28/2/2023,আমার বালের হিরো,negative,1
28/2/2023,"নটি তুই নাস্তিক তোরে হাতের কাছে পাইলে গরম রড নিচের ছিদ্র মুখা ডুকাইয়া ত্রিমুখী রাস্তার মাঝে উল্টা করি জুলাইয়া রাখতাম,,",negative,1
28/2/2023,মাসাহআল্লাহ।।তবে সবসময় এমটা হলে বালো হতো।,negative,1
