Text,Label
cinemawala অসাধারন গর্ব করার মতো পরিচালক রায়হান রাফী,1
বাংলাদেশি সিনেমার সোনালী দিন ফিরে আসতেছে।আলহামদুলিল্লাহ।,1
"ইন্ডাস্ট্রি ঘুরতে যাচ্ছে,ধন্যবাদ রায়হান রাফি স্যার",1
"ফারিনের সিনেমা ভালো হবে,অবশ্যই দেখবো।",1
আপনার সিনেমার সিনেমাটোগ্রাফী আমি জাস্ট উপভোগ করি। আমাদের গর্ব করার মতো একজন পরিচালক।,1
ভাই আমার কাছে গল্প আছে রাফি ভাই এর সাথে যদি যোগাযোগ করতে পারতাম। ভালো হত।,1
"রায়হান রাফি ভাই আপনার উদ্দেশ্যে বলছি নিঃসন্দেহে আপনি আমাদের দেশের একজন ভালো এবং 
জনপ্রীয় পরিচালক তবে আপনার একের পর এক কাজ দ্রুত সম্পন্ন করার প্রবনতাটা কমালে একটু ভালো হয় 
বিশেষ করে চরকির কাজগুলো কারন এতে করে কাজের কোয়ালিটি থাকে না আর নিঃশ্বাস ওয়েব ফিল্ম এ অনেক টেকনিক্যাল ফ্ল রয়েছে বিশেষ করে ডাবিং এ।",1
ভালো হবে,1
আপনার ছবিতে হাবিবের গান চাই,0
অসাধারণ এক সেকেন্ড জন‍্য পলক ফেলি নাই,1
বাংলাদেশি সিনেমার সোনালী দিন ফিরে আসতেছে।আলহামদুলিল্লাহ।,1
ভাল করবে ওটিটিতে রায়হান রাফী। কিন্তু কোমার্শিয়াল সিনেমা তারঁ দ্বারা হনে না।,1
আপনার কোনো কাজই দেখতে বাকি রাখি না ভাই,1
হঠাৎ করে আমাদের দেশের কাজের এতো উন্নতি কিভাবে? মনে হচ্ছে কোন একটা ঘোরের মধ্যে দিয়ে যাচ্ছি এই বছর জুড়ে,1
রায়হান রাফি..গোলের পর গোল করেই চলেছেন যে ভাই,1
"হঠাৎ করে নিজেদের হলিউড হলিউড লাগতেছে, ভিকি, রাফি, শাকি, আপনারা কি শুরু করছেন",1
"বর্তমানে তাসনিয়া ফারিন ছাড়া ওয়েব সিরিজ হয় না।সিন্ডিকেট,কারাগারের পর আবার একটা ধামাকা।দেখতে হবে",1
আমাদের ফ্লিম ইন্ডাস্ট্রির এমন পরিবর্তন দেখে সত্যি ভালো লাগছে,1
"কেমনে কি ভাই?  বাংলা মুভির এত উন্নতি! যদি এরকম কাজ আপনারা দিতে পারেন তাহলে বাংলাদেশের মানুষদের আর হলিউড,বলিউডের মুভি দেখতে হবে না।",1
"তাসনিয়া ফারিন ""কারাগারে"" ফাটিয়ে দিয়েছে  এখানেও আগুন",1
চরর্কি মানে চমক ️,1
KGF Monster song  But বাংলাদেশে এখন কিছু কাজ দেখে মনটা ভালো হয়ে যায়।,1
আরো একটা ধামাকা হতে চলেছে,1
"ফারিণ যা শুরু করছে, দুইদিন পর এরে নিয়া পরিচালক এর টানাটানি শুরু হবে! 
শুভ কামনা রইলো ফারিণ এর জন্য! আর এখন তার উচিত হবে সস্তা নাটক না করে ভালো ওয়েব সিরিজ করা!...",1
রায়হান রাফি... প্রতি মূহর্তেই আমাদের কে অন্য রকম চমক দেখাইতেছে️,1
রায়হান রাফি দেখি বাংলাদেশে আগুন লাগাইয়া দিছে একটা ফর একটা আগুন তুপ,1
KGF 2 এর Monstar গানের বাংলা ভার্সন....   ওকে এমন উন্নতির পিছনে ঐ রকম ইতিহাসের ছোঁয়া রাখাটা অতোটা বেখাপ্পার না.....,1
"আরে ভাই,ট্রেলার কবে আসবে!!!️ ট্রেলার না থাকায় বার বার টিজার দেখছি",1
ভাইরে ভাই হঠাৎ করে কি শুরু হলো বাংলাদেশ ফিল্ম ইন্ডাস্ট্রিতে,1
"বিশ্বাস করেন ভাই! এমন লেভেল এর কাজ নিজের দেশে হলে,গর্বে বুকটা ভরে যায়।আর আমাদের ও কষ্ট করে হলিউড,বলিউড এর গল্প করতে হয় না",1
সুযোগ পেলে একদিন আমরাও অস্কার পাব।,1
আমাদের দেশের কাজ এখন এতো ভালো হচ্ছে ভাবনার বাইরে। ️  KGF monster song এর ভাইব আসে অনেক টা।,1
রাইহান রাফি মানেই এক্সট্রা কিছু,1
হঠাৎ টিজারেই চমকে দিলে Tasnia Farin ️,1
ফারিণ কে নতুন চরিত্রে অসাধারণ লাগছে,1
ভাইরে ভাই রাফি ভাই এইটা কি শুরু করসে পুরা আগুন লাগাই দিতেসে️,1
"ভাই রে ভাই, আমাদের সিনেমা যেই লেভেলে পৌছেছে, বলার অপেক্ষা রাখে না।",1
সেই দিন এসেগেছে ডিরেক্টর এর নামে মুভি হিট।,1
ডিরেক্টর রাইহান রাফি  একের পর এক উত্তাপ চড়াচ্ছে,1
দেশ টারও যদি এরকম উন্নতি হতো,1
রায়হান রাফির কাজের কনফিডেন্ট অসম্ভব লেভেলের হয়।তাই সম্ভব করতে পারেন সবকিছুকে।,1
অসাধারণ অভিনয় সবার,1
এইটা কি ছিল ভাই পুরাই আগুন বিজিএম টা সেই ছিল পুরাই ধামাকা,1
omg এটা আমাদের সিনেমা️️️,1
ফারিন ভালো অভিনয় করেছে এবং করছে,1
"শুভ কামনা আমাদের রাফি। কে জি এফ টুর মন্সটার গান এবং বিজিএম টা নিয়েছেন।আশা রাখছি অফিশিয়ালি নিয়েছেন। কপি হলে আশাহত হবো।
আপনাদের হাত ধরে এগিয়ে যাক বাংলা চলচ্চিত্র। ️️",1
Raihan Rafi ভাই তো দেখছি খেলায় ভালো প্রস্তুতি নিয়েই নেমেছে।,1
"ভিকি,রাফি ভাই আমাদেরকে এতো সুন্দর সুন্দর কটেন্ট উপহার দেওয়ার জন্য আপনাদের অনংখ্য ধন্যবাদ ️️️",1
অসাধারণ ️,1
কি দারুণ দৃশ্য ......... সেই লেভেলের হবে মনে হচ্ছে। রায়হান রাফি ............ আগুন,1
রায়হান রাফি ভাই একের পর এক,1
দেশের মুভিতে আগুন ধরে গেছে,1
আমিতো প্রথম এ ভাবছি কেজিএফ এর মনস্টার গানএখন দেখি আমাদের দেশি️️️️️️জাস্ট ফাটাফাটি️️️️️️️️️️,1
"vfx এর কাজ টা আরেকটু নিখুত হলে ভালো লাগতো,,,, এগিয়ে যাক",1
আগুন ️,1
রায়হান রাফি মানে বালো কিছু,0
"ফারিন আপুAs Alwaysss! একমাত্র রায়হান রাফি ভাই-ই পারে এই দেশের ইন্ডাস্ট্রি-কে একটা অন্য লেভেলে নিয়ে যাইতে, 
পরাণ, দামাল এর ট্রেইলার, আর নিশ্বাস এর ফার্স্ট লুক দেখে যতটুকু বুঝলাম! Idk why but বিজিএমটা অনেকটা কেজিএফ চ্যাপ্টার টু এর ""মনস্টার"" গানের মতো লাগতেছে",1
সময়টা এখন ফারিণের,1
KGF 2 এর টাইটেল সঙ্গ এর গন্ধ পাচ্ছি,0
"ভাইরে ভাই....রাফি ভাই, লাভ ইউ",1
BGM পুরাই অস্থির️️️,1
"রায়হান রাফির পরিচালনা অবশ্যই ভালো। সব সময় নতুন নতুন গল্প নিয়ে কাজ করে আমাদের মুগ্ধ করছে।  আশা করি এই ফিল্ম টাও অনেক ভালো হবে।  
তবে এই টিজার এ যে বিজিএম টা দেওয়া আছে সেটা KGF - chapter 2 এর মনস্টার গানের বিজিএম থেকে অনুপ্রানিত হয়ে করা।  এটা রায়হান রাফির থেকে আশা করি নি।",2
বাপরে বাপ। আমার আর কিছু বলার নাই,0
রায়হান রাফি তো আসলেই একটা মাল। এই পর্যন্ত তার করা সবগুলো প্রজেক্টই ১ এর।,1
"যেখানে ""রায়হান রাফি "" লেখা আছে, সেখানে আর কোনো চিন্তা নেই,",1
"রায়হান রাফি এগুলো কি শুরু করলো,,,, পুরাই আগুন নিয়ে হাজির হচ্ছে বার বার,,,,
আমার যদি এক কোটি টাকা থাকতো তাহলে আমি প্রডিউস করে রায়হান রাফি কে দিয়ে একটা মুভি বানাতাম,,,,",1
ব্যাটেল আফ শিরিমনি & হলি আটিজান৷ নিয়ে যদি Raihan rafirafi ভাই মুভি বানাইত তাইলে কিনা joss হইত,0
"ভাই আস্তে.....আস্তে প্লিজ এতো কিছু নিতে পারছিনা  দামালের ট্রেইলার দেখে ইমোশনাল হই গেছি ২য় বার ট্রেলার দেখার সাহস পাচ্ছিনা 
কারাগারের সিজন ২ তে কি হবে তার অপেক্ষা করতে পারছিনা  এখন আবার আরেক মাস্টার পিচ নিয়ে আসতেছে  আমি কিতা করাম",1
ভাই আগুন,1
একের পর এক ধামাকা লাগবে আগুন প্লাটফর্ম এতে,1
রায়হান রাফি️️ আনস্টপেবল,1
তাসনিয়া ফারিয়া,0
হঠাৎ করে কী শুরু হইল রে ভাই?,0
সবকিছুর দাম বেড়ে যাওয়ায় সিনেমার দামও বেড়ে যাচছে।,2
মুভি গুলো OTT এর পাশাপাশি থ্রিয়াটারে মুক্তি দেওয়া উচিত,0
BGM টা সেই লেভেলের।,1
গরম,1
কাপিয়ে দিবে এই বছরটা,1
ওয়াও!,1
রায়হান রাফি সার আপনার প্রত্যেকটা কাজের গল্প ভালো চায়,1
Kgf এর vibe পেলাম মনে হচ্ছে। Background music শুনে তেমনি মনে হলো ।।।,1
Bgm...টা কেমন জানি ভিক্রাম এর ফ্লেভার পাওয়া জাইতাছে এটা শুধু আমার মনে হচ্ছে আপনাদের অন্ন কিছুও মনে হতে পারে,1
"প্রত্যেক পদক্ষেপে ২য় লাইটের প্রবলেম হচ্ছে, তার লুজ কানেকশন মে বি। শালা এত কিছু থাকতে আমার এটাই চোখে পড়ল।",2
ওয়াও অসাধারণ,1
নিশ্বাস' আমাদের শ্বাস-প্রশ্বাস নিয়ে খেলতে যাচ্ছে নাকি?,0
গুলির সিনগুলো আরো উন্নত করা লাগতো।,2
জানি না গল্প টা কেমন। তবে যদি সম্ভব হতো ড্রেসআপে একটু পরিবর্তন হলে ভালো লাগতো।,2
BGM টা vikram মুভির BGM এর মতো পুরোই আগুন,1
সিন্ডিকেট সিজন ২ কবে আসবে,0
এই চরকি একদিন বিশ্বকাপাবে,1
এটা কি দেখলাম রায়হান রাফি ভাই এটা কি করেছেন।।,0
"KGF chapter 2 এর The Monster গানটার music টা এখানের BGM এ না ঝেপে, original কিছু শুনলে আরও বেশি খুশি হতাম।",2
গান টা সেই,1
Background music টা KGF সিনেমার মত লাগলো।,2
"Bgm এর ট্র‍্যাকটা kgf2 ""the monster"" গানের সাথে মিলে যায়",1
একটা জিনিস কেউ কিন্তুু লক্ষ্য করি নাই BGM টা KGF er BGM এর সাথে 80% মিল,2
এখন সময় বড় পর্দায় এসব কনটেন্ট রিলিজ করার।ওটিটির দরকার ছিলো যখন করোনা ছিলো।,1
মেহজাবিনকে চাই রাইহান রাফির কাজে,1
"বিজিএম অনেকটা থেরি মুভির মতো,আশা করি কোন নকল বিজিএম মূল সিরিজে পাওয়া যাবে না৷",2
ভাই বাংলাদেশ এইটা কি শুরু করলো,1
বিজিএম শুরুটা মনে হচ্ছে থেরিতে অনুপ্রাণিত,1
বাংলা ইন্ডাস্ট্রিতে কি শুরু হল এসব। পুরাই মাথা নষ্ট,1
একটা মুভি ব্লকবাস্টার হওয়ার জন্য ব্যাকগ্রাউন্ড মিউজিক খুব বেশি ইম্পরট্যান্ট।,1
সবই ঠিক আছে বাট মিউজিকটা চেনা চেনা লাগতাছে। (কেজিএফ২),1
সবই ঠিক আছে শুধু Bgm কপি করে দিলেন এটা ভালো লাগলো না রাফি ভাই,1
মিউজিকে বিক্রম মুভির এর স্বাদ পেলাম,1
এত কন্টেন কি কোয়ালিটি ধরে রাখতে পারবে,0
চরকিতে ৬ মাসের প্লান নেয়া আছে। খেলা হবে।,1
আমাদের মিডিয়ায় ইন্ডাস্ট্রি ইগের থেকে অনেকটা বদলে গেছে। আর এর জন‍্য ওটিটি প্লাটফ্রম গুলোর অবদান বেশী।,1
"Monster গানের টিউন টা নেওয়ার কি দরকার ছিল? এমনিতেই মানুষ K.G.F Chapter 2 যতটা মজা করে দেখেছে, আপনাদের এই মিউজিক তো শ্রুতিকটু লাগবে ।",2
রায়হান রাফি কি শুরু করলো???,1
Bgm টা kgf এর এন্ড ক্রেডিট এর মিউজিক মনে হলো,2
আমরা কি হলিউডে এসে গেসি,1
বেগরাউন্ড মিউজিক সেই,1
Raihan rafi নাম টাই একটা ব্র‍্যান্ড.. একটা বিশ্বাস️,1
বিজিএম টা কেজিএফ আর ভিকরাম মুভির রিমিক্স মনে হলো️,1
আস্থির ব্যাকগ্রাউন্ড মিউজিক,1
সবই ঠিক আছে। খালি কেজিএফ টু এর ফার্স্ট এন্ড ক্রেডিটের টাইটেল ট্র‍্যাক নকল না করলেই তার (রায়হান রাফি ভাইয়ের) স্বকীয়তা বজায় থাকতো।,2
"লুকটা ভালো ছিল, তবে মিউজিকটা কেজিএফ চ্যাপ্টার ২ এর The Monster Song এর মত লাগলো! যাহোক, রাফি ভাই মানেই ভিন্নতা, শুভকামনা রইলো।",2
ভাই কেজিএফ ২ এর মন্সটার বিজিএমটাই কপি করতে হইলো,2
ব্যাকগ্রাউন্ড মিউজিক একটা কেজিএফ এর ভাইব আছে,1
"ভাই রায়হান রাফী, তোরা কি থ্রিলার ছাড়া অন্য কিছু বানাতে পারিস না??? খালি থ্রিলার বানালে তো চলবেনা। সব জনরা নিয়েই কাজ করতে হবে।",2
অনিরুদ্ধ কি এখন ওয়েব সিরিজ এ বিজিএম তৈরি করা শুরু করলো,0
বুলেট বের হওয়ার সময় যে স্ফুলিঙ্গ দেখা যাচ্ছে এটা একেক শট এ একেক দিকে যাচ্ছে ️️️ VFX এর আর উন্নতি নাই।,2
কারে গুল্লি করলো সেটাই বুঝলাম।না।,2
"চরকির নতুন প্রজেক্ট ""নিশ্বাস"" এর টিজার/ট্রেইলার এর ব্যাকগ্রাউন্ডের গানটা কে.জি.এফ চ্যাপ্টার ২ এর মনস্টার গান থেকে টোকা হয়েছে! কপিরাইট রাইটস নিয়েছে তো?
 নাকি চরকির কনটেন্ট হওয়ায় এ প্রশ্নও করা যাবে না?",2
"সবই ঠিক আছে তবে মিউজিকটা কেন KGF 2 থেকে কপি করতে হলো,এত কাজ করে কপি নকল করা টা বাদ দিতে পারেন না কেন",2
তাসনিয়া ফারণের লুকটা ভালো লেগেছে.... ব্যাকগ্রাউন্ড মিউজিক অন্য কোথাও থেকে নেয়া মনে হচ্ছে। শুভকামনা রইলো....,1
"ভাইরে, বন্ধুকের যে একটা প্রতিক্রিয়া বল আছে এরা শিখবে কবে",2
ভালো লাগলো,1
"বিজিএম অনেকটা থেরি মুভির মতো,আশা করি কোন নকল বিজিএম মূল সিরিজে পাওয়া যাবে না৷",1
"Monster গানের টিউন টা নেওয়ার কি দরকার ছিল? এমনিতেই মানুষ K.G.F Chapter 2 যতটা মজা করে দেখেছে, আপনাদের এই মিউজিক তো শ্রুতিকটু লাগবে ।",2
Bgm টা kgf এর এন্ড ক্রেডিট এর মিউজিক মনে হলো,2
বিজিএম টা কপি ক্যান করলেন রাফি ভাই?,2
"ভাই, kgf এর bgm চুরি করলেন, আর একটা credit ও দিলেন না!",2
থেরি মুভির ব্যাকগ্রাউন্ড মিউজিকের নকল,2
"রায়হান রাফি, বসের হাতে গোটা দেশ। উন্নতি না থামুক। ব্যস্ততা না কমুক।   Btw ব্যাকগ্রাউন্ড মিউজিক কপি, Film- KGF Chapter 2, Song- Monster. My all Time Favorite.",2
Bgm কেজিএফ চাপ্টার ২ এর monster song er থেকে কপি মারছে।,2
"Kgf 2 এর monster গান এর কপি করে বাংলা ডাব করে দিছে! বাংগালীরা সূক্ষ্ম কারসাজিতে ঊস্তাদ! এটা জানিনা কেমন হবে, 
তবে অন্য নির্মাতারা সত্যিই অসাধারণ সৃজনশীল কাজ করছেন! উন্নতি হচ্ছে!",2
টোটালি ভালো লাগলো না,2
মিউজিক কপি করতে একটুও লজ্জা করল না? তাও আবার এত পপুলার সিনেমার মিউজিক! https://youtu.be/R4He_Gcn7cA?t=7,2
এভাবেই বাউল শিল্পী আর বাউল গানের জয় হোক..ভক্তি রইলো মাতা আলেয়া বেগম ও বাউল শিল্পী কাজল দেওয়ানের প্রতি..,1
"জীবনে অনেকবার সামনে থেকে বসে শীতের রাত ভর এই দুই কিংবদন্তি বয়াতির গান শোনার সৌভাগ্য হয়েছে।এখন সিনেমাতে এ দুজনকে দেখে খুব ভালো লাগছে। 
গিয়াস উদ্দিন সেলিম সাহেবকে ধন্যবাদ আমাদের দেশের শিকড়ের শিল্পীদের সম্মান দেওয়ার জন্য। 'গুনিন' এর শুভ কামনা",1
"আমি হঠাৎ গানটা চালু করলাম। আমার নানু পাশের রুম থেকে চলে আসছে!! ️ সে বলে এই গানটা শুনে তার যৌবনকালের কথা মনে পড়েছে তার। তার এখন ফেভারিট গান এটা। 
 তার অনেক ভালো লেগেছে গানটা। বার বার সে শুনতেছে!! আসলে এটাই গানের সাথর্কতা। ️",1
কাজল দেওয়ান ও আলেয়া বেগম কে ধন্যবাদ গান টা কে গ্রামীন যেই অরজিনাল আবহে গেয়েছেন অসাধারণ ভারত থেকে 🇮🇳🇮🇳,1
"অসাধারণ গায়কী এবং দৃশ্যায়ন। ভালোবাসা রইলো,পশ্চিমবঙ্গ থেকে️",1
"এই গান কখনো পুরানো হবে না, বার বার সবাই শুনবে, অসাধারণ মাদকতা ️️️",1
সঙ্গীত আসলেই মনের খোরাক!️,1
গান গুলো খুবই সুন্দর ভাবে উপস্থাপন করা হয়েছে। ধন্যবাদ সকল কলাকৌশলীকে ️,1
"লিরিক, সুর এবং অবশ্যই গলা সবকিছুতে একটা মাটির গন্ধ পাচ্ছি। মাটির গান গুলোকে নষ্ট না করে এভাবে কয়জনে ব্যবহার করতে জানে ! শুভকামনা মনপুরার সেলিম।",1
আমাদের প্রাণের সুর! আবহমান বাংলার মূল সুর এভাবে তুলে আনার জন্য অসংখ্য ধন্যবাদ️,1
পরীমনি যত সমালোচিত হোক না কেনো...সে যে একজন ভালো অভিনেত্রী সেটা স্বীকার করতে হবে।,1
গানটা আমার চেয়েও মায়ের বেশি ভালো লাগছে সেটা তার হাস্যউজ্জ্বল বদনে স্পষ্ট ফুটে আছে এখনো,1
আহা পরীর সৌন্দর্য  আর অভিনয়,1
এই প্রথম ২০২২ সালে এসেও গানটা যে কি পরীমান ভালো লাগছে আহা,1
গানটা আলেয়া বেগম ম্যাডাম যখন শুরু করলেন বুকের ভিতরটা কেমন যেন মোচড় দিয়ে উঠলো... এক টানা ৫ বার শুনলাম। বাংলা সিনেমার সুদিন আসুক......,1
"গান,নাটক কিংবা সিনেমা সবখানেই ফিরে আসুক আমাদের গৌরব আর ঐতিহ্যের উপাদানগুলো।",1
"কস্টিউম থেকে শুরু করে মেকিং, সিনেমাটোগ্রাফি সবকিছু অত্যন্ত প্রসংশনীয়  গানটি ও অনেক ভালো মানিয়েছে। 
পরীমনির অভিনয়ও আগের থেকে অনেক সুন্দর এবং সাবলীল।  ধন্যবাদ চরকি কে গ্রাম বাংলার চিত্র সুন্দরভাবে ভাবে ফুটিয়ে তোলার জন্য। শুভকামনা পুরো টিম এর জন্য।",1
এই দুই শিল্পী কে শত কোটি প্রণাম জানাই। পশ্চিমবঙ্গ।,1
"গিয়াস উদ্দীন সেলিম মানেই সৃজনশীলতা। আপনারা হয়তোবা জানেন বা জানেন না চঞ্চল চৌধুরী অভিনীত ""মনপুরা"" ছবির ডিরেক্টরও আমাদের গিয়াসউদ্দিন সেলিম স্যার।️",1
যে যাই বলুক বাংলার বুকে পরিমনী এক সাহসী আর হার না মানা নায়িকা।।,1
কেন জানি গানটা খুব ভালো লাগে তাই প্রতিদিন অন্তত দুইবার করে গানটা শুনি ধন্যবাদ জানাই এই গানের শিল্পী কে যে এত সুন্দর একটা গান আমাদের উপহার দিয়েছে,1
"ব্যক্তি/বিতর্কিত পরি হিসেবে না দেখে অভিনেত্রী পরি হিসেবে দেখলে অবশ্যই পরিকে ভাল লাগবে.. ️ 
স্বপ্নজালে অসাধারণ অভিনয়ের পর থেকে পরির অভিনয়ের কড়া ভক্ত হয়ে গিয়েছি..️ 
আর গিয়াসউদ্দিন সেলিম ত বাংলাদেশের একজন লিজেন্ড পরিচালক
 যিনি কিনা বাংলাদেশের চলচিত্রের সবচেয়ে বাজে সময়ের মধ্যে, 'মনপুরা' এর মত একটা সেরা আর্ট মুভি আমাদের দিয়েছিল..️",1
আহা। কি সুন্দর মাটির কাছের গান। অন্তর জুড়িয়ে গেলো <3,1
আহ কি গান। অনেকদিন পরে বাংলা সিনেমায় এমন গান শুনলাম। এটা একটা কালজয়ী গান হয়ে থাকবে।  আলেয়া বেগমের কি দরদী গলার সুর।,1
"আমার বয়স ২২+ কিন্তু কাজল দেওয়ানের অনেক গান শোনছি অনেক আগে কারণ আব্বা সিডি ক্যাসেডে গান শোনতো। গলার সুর অনেক ভাল। 
এই গানটা যথেষ্ট ভাল লাগছে গ্রামের পরিবেশের সাথে যায়।",1
আমার সিলেটের ঐতিহ্য ধামাইল গান ️️️️,1
গানটা কেমন জানি অসম্ভব রকমের ভালো লাগছে আমার কাছে...।,1
এখন পর্যন্ত ২২ সালের এ গান টা বেশী সেরা লাগসে....,1
"ছোট বেলায় নানার বাড়িতে গেলে শুনতাম কাজল দেওয়ান, বাবলি দেওয়ান, আলেয়া বেগমদের পালা গানের আসর।
 শীতেকালে গ্রামের অন্যতম অন্যতম আনন্দের একটা উৎস ছিলো এই গানের আসর।",1
"ইমন ভাইএর প্রত্যেকটি সৃষ্টিই অনবদ্য, এটিও তারই প্রমাণ, এক কথায় অসাধারণ!",1
সাদামোটা গানটা এই দুই গুনি শিল্পীর উপস্হাপনায় সত্যি ভিন্নতা পেয়েছে,1
"গিয়াসউদ্দিন সেলিম একজনই আছে,একজনই থাকবে।গানটা শুনে গ্রামের বাড়ির কথা মনে পড়ে গেলো।শ্রাবণ মাসে এভাবে আমাদের গ্রামে পুঁথি পাঠ হয় দেখেছিলাম।
খুব ভালো লাগলো। পরিমনির অভিনয় অনেক বদলেছে। ধন্যবাদ গুনিন সেলিম ভাই️",1
"আপনি যদি নিরপেক্ষ জায়গা থেকে ভাবতে পারেন, তবে আপনাকে মানতেই হবে পরিমনি একজন এ প্রজন্মের ভাল অভিনেত্রী।(সমালোচনা যতই হোক।)",1
"এই বাংলা জসিমউদদীনের নকশীকাঁথার দেশ। এই বাংলা, গানের আসর জমাতে ভরপুর।",1
দুই প্রিয় শিল্পী এক সাথে বাউলদের গান মুভিতে আরো চাই️,1
বাংলার লোকসংগীত পৃথিবীর সেরা। অসাধারণ গান সত্যি অন্যরকম এক মাদকতা আছে।,1
কী সুন্দর!!  এতো শুনি মন ভরে না!,1
বাউল গান গুলো অসাধারণ বাংলাদেশের আনাচে কানাচে ছড়িয়ে আছে অসংখ্য আনচলিক গান,1
বাংলাদেশের কৃষ্টি-কালচার আবহমান কাল ধরে সমৃদ্ধ ।,1
"গ্রামীণ ঐতিহ্য বর্তমানে হারিয়ে যাওয়ার পথে,এটি টিকিয়ে রাখতে এটি অভাবনীয় উদ্যোগ।
 আমরা যারা বর্তমান এই প্রজন্মের তারা গ্রামীণ সংস্কৃতির সঙ্গে পরিচিত নয়।আমাদের এইভাবে গানটি তুলে ধরার জন্য ধন্যবাদ।",1
গ্রামে ফাল্গুনের রাতে কোনো এক দোল পূর্ণিমায় অভিসার কীর্তনে শুনেছিলাম প্রথম ️,1
ধ্যনবাদ সিলেটের সাধুদের এমন একটি গান তৈরি করে রাখার জন্যে,1
৫০০ বছর আগে গৌর সংকীর্তনে লোচন দাসের রচনা ও সূর করা কি অসাধারণ গৌর কির্তন। ঘুমটা বলতে মনের অভিমানকে বুঝানো হয়েছে।   সত্যিই অসাধারণ একটা পরিবেশনা।,1
মালতী'দির মুখে প্রথম শুনেছিলাম বহু আগে। মালতী'দি নেই। এখন এইখানে এসে শুনি।,1
"অসাধারণ গান, খুবই ভালো লাগলো, মিনিমাম ৮০ বার শুনেছি তাই ভালো লাগে",1
গিয়াস উদ্দিন সেলিম মানেই চিন্তার খোঁড়াক জাগানিয়া কিছু।।,1
"আমার প্রিয় দুজন বাউল শিল্পী ,বাউল মাতা আলেয়া ও কাজল দেওয়ান।",1
পরান ভইরা গেল গান টা শুইনা। আহা কি মধুর সুর,1
আমি গতকাল গাজীপুরা পাগলি মায়ের মাজারে কাজল দেওয়ান এর কান শুনছি...,1
মায়াবী গান,1
অনেক দিন পর সিনেমায় ধামাইল গান পেলাম অনেক ভালো লাগলো পরীমনিকে দারুণ লাগলো।,1
এক কথায় অসাধারণ  গিয়াস উদ্দিন সেলিম মানেই অন্যরকম কিছু,1
গিয়াসউদ্দিন সেলিম মানেই নতুন ফ্লেভার   অসাধারণ ️,1
গ্রামিন পরিবেশে গ্রামের মানুষ গুলোর ভিতর ছুয়ে দেখার মতো হাত দিলে হারিয়ে যায় এর মতো প্রেম চলে আসে মনের গহীনে অসাধারণ,1
গানটা শুনে আর এর কোরিওগ্রাফি দেখে প্রয়াত গুণী পরিচালক তারেক মাসুদের কথা মনে পড়ে গেলো।,1
কিছু কিছু গান আছে শুনলেই বুকে ধর ধর করে,1
অসাধারণ গেয়েছেন শিল্পীদ্বয়।,1
বাংলা গান দেখা প্রায় বন্ধ করে দিয়েছিলাম কিন্তু এই গানটা আবার বাংলা গান দেখার আগ্রহ বারিয়েছে ভিশন ভাল লাগে গানটা,1
প্রাণে দোলা দেয়া গান। শিকড়ের গান,1
"ইমন চৌধুরী আপনি সেরা মিউজিক ডিরেক্টর, দেশটাকে অনুভব করতে হলে আপনার সুর এর কোন বিকল্প নাই।",1
"গানের প্রতিটি মুহুর্ত অনেক স্মৃতি মনে করিয়ে দিচ্ছে....!!  মনের মধ্যে সেই প্রেম আবারও জেগে উঠছে। গান টার কারণে মুভিটা দেখার জন্য ব্যাকুল হয়ে পড়েছি....!! 
পরিমনি অনেক সুন্দর অভিনয় করেছেন। রাজ-পরি সুন্দর জুটি...।",1
কাজল দেওয়ান আর আলেয়া বেগমকে কোক স্টুডিও বাংলার নেক্সট সিজনে দেখতে চাই।,1
"সত্যিই অসাধারণ গান আর, অসাধারণ গায়কী।",1
"মরছি মরছি আমি মরছি, তোমরা মইরো না গো.... কম্পোজিশন এ আদি ধামাইলের টেস্ট, ভিডিও মেকিং, কালার গ্রেডিং উফফ ️️️️",1
যতবার শুনি ততবারই ভালো লাগে। কী অসাধারণ সুর তাল আর লিরিক্স। এই গানটা শুনলেই মনটা হাহাকার করে উঠে,1
জয় গুরু বাউল কাজল দেওয়ান কিং,1
ভালবাসা নিবেন  অসংখ্য ধন্যবাদ পুরনো গানকে এমনভাবে রিপ্রেজেন্ট করার জন্য ️,1
ইমন ভাইয়ের কম্পোজিশন গুলো শুনলে গর্ব বোধ হয় আসলেই আমাদের একজন এ আর রহমান আছেন । আশা করি কখনো সামনা সামনি শোনার সুযোগ হবে,1
এমন একটা গান এমন এক লৌকিক পরিবেশ এমন দুজন মাটি ও মানুষের শিল্পীর কন্ঠে এমন দরদী সুরে সত্যিই এই মনটা শীতল হলো।।,1
জয় হোক সাধু গুরুর জয় হোক বিশ্ব মানবতার,1
অসাধারণ গেয়েছেন দেওয়ান সাহেব।,1
সবার জন্য শুভ কামনা রইলো আমি একজন ছোট গীতিকার হিসেবে গানটা অসাধারণ হয়েছে সব মিলিয়ে।,1
অনেক ভালো হইছে দাদো...!!️,1
অসাধারণ গেয়েছেন কাজল দেওয়ান ও আলেয়া বেগম।,1
"গানটি এক কথায় অসাধারণ, কতবার শুনছি হিসেব নাই",1
